Eid,Python,Machine Learning,Deep Learning,Data Analysis,Asp.Net,Ado.Net,VB.Net,C#,Java,Spring Boot,Hibernate,NLP,CV,JS,React,Node,Angular,Dart,Flutter,Vb.Net,Ename,Experience,Total_projects,Rating,Area_of_Interest_1,Area_of_Interest_2,Area_of_Interest_3,Language1,Language2,Language3,AI_project_count,ML_project_count,JS_project_count,Java_project_count,DotNet_project_count,Mobile_project_count
711,4,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,Charles Daniels,21,15,0.7142857142857143,ML,Mobile,AI,English,Kannada,Chinese,0,3,6,2,1,3
712,3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4,John Gonzalez,6,16,2.6666666666666665,DotNet,ML,Mobile,English,Telugu,Chinese,4,3,3,3,2,1
713,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Stanley Hooks,20,27,1.35,ML,JS,AI,English,Malayalam,Hindi,5,5,7,5,3,2
714,1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3,George Prosser,15,15,1.0,Mobile,DotNet,AI,English,Hindi,Chinese,4,2,2,3,3,1
715,2,2,2,2,0,0,0,1,1,1,1,4,4,3,3,3,3,0,0,0,Alexander Fitzsimmons,8,8,1.0,AI,JS,ML,English,Hindi,Malayalam,1,5,1,1,0,0
716,2,2,2,2,1,1,0,1,4,4,4,3,3,1,1,1,1,0,0,1,Beth Short,15,16,1.0666666666666669,Java,AI,ML,English,Kannada,Tamil,1,4,4,2,5,0
717,1,1,1,1,1,1,0,1,1,1,1,4,4,3,3,3,3,2,2,1,Russell Bacon,20,21,1.05,AI,JS,Mobile,English,Chinese,Japenese,4,5,2,6,2,2
718,2,2,2,2,3,3,0,3,4,4,4,1,1,1,1,1,1,1,1,3,David Butler,7,11,1.5714285714285714,Java,DotNet,ML,English,Kannada,Telugu,2,1,1,2,2,3
719,2,2,2,2,1,1,0,1,1,1,1,3,3,4,4,4,4,0,0,1,Dina Mahoney,17,15,0.8823529411764706,JS,AI,ML,English,Tamil,Telugu,5,4,1,1,4,0
720,4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1,Carl Heyde,16,26,1.625,ML,Mobile,Java,English,Kannada,Telugu,5,4,2,3,6,6
721,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Michael Ferguson,7,11,1.5714285714285714,AI,DotNet,JS,English,Telugu,Malayalam,2,3,2,1,0,3
722,1,0,0,0,0,0,0,1,4,4,4,2,2,1,1,1,1,0,0,0,Maureen Johnson,4,3,0.75,Java,JS,AI,English,Chinese,Malayalam,1,0,0,2,0,0
723,1,1,1,1,3,3,0,3,2,2,2,4,4,1,1,1,1,1,1,3,Katherine Cornell,18,27,1.5,AI,DotNet,Java,English,Kannada,Chinese,4,4,6,5,4,4
724,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,Roxanne Furr,2,2,1.0,Mobile,Java,DotNet,English,Japenese,Telugu,0,0,2,0,0,0
725,1,0,0,0,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4,Sandra Onks,6,12,2.0,DotNet,AI,JS,English,Kannada,Tamil,2,0,3,2,1,4
726,1,1,1,1,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Mabel Duane,8,18,2.25,DotNet,JS,AI,English,Telugu,Malayalam,4,5,3,2,0,4
727,3,3,3,3,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1,Michael Harrison,21,26,1.238095238095238,AI,ML,Java,English,Tamil,Telugu,8,4,3,4,1,6
728,1,1,1,1,1,1,0,1,2,2,2,4,4,1,1,1,1,3,3,1,Linda Zane,24,18,0.75,AI,Mobile,Java,English,Tamil,Chinese,5,2,5,3,2,1
729,3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,2,2,1,Joni Eakin,20,29,1.45,AI,ML,Mobile,English,Malayalam,Tamil,5,3,5,5,7,4
730,1,1,1,1,1,1,0,1,1,1,1,2,2,3,3,3,3,4,4,1,Rubin Centini,8,19,2.375,Mobile,JS,AI,English,Malayalam,Telugu,1,3,3,2,7,3
731,1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,2,2,4,Wayne Brandenberger,23,19,0.8260869565217391,DotNet,JS,Mobile,English,Telugu,Hindi,3,3,3,1,4,5
732,3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2,Susan Lassiter,8,17,2.125,Java,ML,DotNet,English,Kannada,Telugu,5,1,3,1,5,2
733,2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,David Hyneman,5,6,1.2,DotNet,Mobile,ML,English,Japenese,Chinese,2,1,1,1,1,0
734,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,Esther Witherspoon,14,18,1.2857142857142858,DotNet,ML,Mobile,English,Kannada,Japenese,4,3,2,5,0,4
735,1,1,1,1,2,2,0,2,1,1,1,1,1,1,0,0,0,1,1,2,Ralph Harris,6,5,0.8333333333333334,Java,ML,DotNet,English,Japenese,Malayalam,1,0,0,0,3,1
736,4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3,China Lebovic,7,14,2.0,ML,DotNet,JS,English,Malayalam,Hindi,1,4,5,2,1,1
737,3,3,3,3,4,4,0,4,1,1,1,2,2,1,1,1,1,1,1,4,Charles Connelly,9,18,2.0,DotNet,ML,AI,English,Telugu,Chinese,2,5,4,2,3,2
738,3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4,Nick William,23,15,0.6521739130434783,DotNet,ML,JS,English,Chinese,Malayalam,2,3,3,3,3,1
739,1,0,0,0,1,1,0,1,4,4,4,2,2,1,1,1,1,0,0,1,Simon Chapman,4,3,0.75,Java,DotNet,AI,English,Hindi,Tamil,1,0,1,1,0,0
740,1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1,Gilbert Rowden,10,14,1.4,Java,JS,Mobile,English,Telugu,Chinese,5,3,4,0,2,0
741,1,1,1,1,3,3,0,3,1,1,1,1,1,2,2,2,2,4,4,3,Raymond Rivera,15,12,0.8,Mobile,DotNet,JS,English,Tamil,Chinese,5,1,1,1,3,1
742,3,3,3,3,1,1,0,1,1,0,0,2,2,1,0,0,0,1,1,1,Allen Hawkins,3,5,1.6666666666666667,Mobile,ML,AI,English,Japenese,Hindi,1,3,0,0,1,0
743,1,1,1,1,4,4,0,4,2,2,2,0,0,1,1,1,1,3,3,4,Larry Gibson,11,11,1.0,DotNet,Mobile,Java,English,Hindi,Kannada,0,3,3,3,1,1
744,4,4,4,4,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,Karissa Taylor,2,4,2.0,ML,DotNet,Mobile,English,Hindi,Chinese,1,1,0,2,0,0
745,4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1,Elias Trimble,17,29,1.7058823529411764,ML,Java,Mobile,English,Japenese,Kannada,5,3,3,4,5,9
746,2,2,2,2,1,1,0,1,1,1,1,3,3,1,1,1,1,4,4,1,Paul Hicks,12,12,1.0,Mobile,AI,ML,English,Japenese,Malayalam,3,2,4,1,1,1
747,1,0,0,0,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4,Edwin Feldkamp,8,6,0.75,DotNet,Mobile,JS,English,Tamil,Kannada,1,0,0,2,2,1
748,4,4,4,4,2,2,0,2,1,1,1,3,3,1,1,1,1,1,1,2,John Priest,23,17,0.7391304347826086,ML,AI,DotNet,English,Chinese,Tamil,4,3,3,4,2,1
749,4,4,4,4,2,2,0,2,1,1,1,1,1,1,1,1,1,3,3,2,Betty Yang,24,27,1.125,ML,Mobile,DotNet,English,Kannada,Malayalam,3,7,6,8,1,2
750,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Jason Oneal,15,16,1.0666666666666669,Java,Mobile,ML,English,Telugu,Japenese,3,2,1,7,1,2
751,1,1,1,1,1,1,0,1,1,1,1,3,3,1,0,0,0,1,1,1,Richard Vanicek,15,6,0.4,Mobile,AI,Java,English,Japenese,Kannada,3,1,0,0,2,0
752,1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,David Moore,13,7,0.5384615384615384,DotNet,JS,Mobile,English,Malayalam,Kannada,2,2,0,2,1,0
753,3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,1,Walter Couch,10,9,0.9,AI,ML,Mobile,English,Telugu,Kannada,3,2,1,2,1,0
754,1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3,Annette Oflaherty,12,16,1.3333333333333333,JS,DotNet,AI,English,Kannada,Tamil,2,3,3,2,3,3
755,3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1,Duane Grant,11,19,1.7272727272727273,JS,ML,Mobile,English,Japenese,Hindi,3,5,5,1,1,4
756,1,1,1,1,2,2,0,2,3,3,3,1,1,4,4,4,4,1,1,2,Sean Virgilio,18,24,1.3333333333333333,JS,Java,DotNet,English,Telugu,Malayalam,3,2,3,7,5,4
757,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,Ruby Davis,3,3,1.0,ML,DotNet,Mobile,English,Chinese,Kannada,0,0,2,1,0,0
758,1,0,0,0,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1,Henry Wheeler,10,7,0.7,Java,JS,AI,English,Hindi,Telugu,1,0,2,1,1,2
759,3,3,3,3,1,1,0,1,1,0,0,1,1,1,1,1,1,4,4,1,Shaun Vanhook,2,8,4.0,Mobile,ML,DotNet,English,Hindi,Kannada,3,1,2,0,0,2
760,1,1,1,1,4,4,0,4,2,2,2,1,1,1,1,1,1,3,3,4,Jaime Manjarrez,19,29,1.5263157894736843,DotNet,Mobile,Java,English,Telugu,Hindi,1,6,8,7,4,3
761,1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1,Josephine Johnson,23,21,0.9130434782608696,JS,Mobile,Java,English,Malayalam,Japenese,3,2,4,7,2,3
762,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Clara Herring,6,16,2.6666666666666665,ML,JS,AI,English,Telugu,Japenese,3,2,5,3,2,1
763,3,3,3,3,4,4,0,4,2,2,2,1,1,1,1,1,1,1,1,4,James Stamdifer,16,25,1.5625,DotNet,ML,Java,English,Hindi,Chinese,6,2,4,7,4,2
764,1,0,0,0,0,0,0,1,1,0,0,4,4,3,3,3,3,2,2,0,Kevin Cocks,5,5,1.0,AI,JS,Mobile,English,Tamil,Malayalam,1,0,3,0,0,1
765,3,3,3,3,4,4,0,4,1,1,1,1,1,2,2,2,2,1,1,4,Daniel Cast,22,21,0.9545454545454546,DotNet,ML,JS,English,Japenese,Malayalam,5,4,4,2,2,4
766,1,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,1,4,4,2,Sarah Coates,23,24,1.0434782608695652,Mobile,ML,DotNet,English,Chinese,Hindi,4,0,2,12,4,2
767,3,3,3,3,4,4,0,4,2,2,2,1,1,1,1,1,1,0,0,4,Leo Nest,7,13,1.8571428571428568,DotNet,ML,Java,English,Chinese,Kannada,5,1,2,2,3,0
768,1,1,1,1,2,2,0,2,3,3,3,1,1,1,1,1,1,4,4,2,Sarah Gohn,24,26,1.0833333333333333,Mobile,Java,DotNet,English,Tamil,Malayalam,7,3,3,4,5,4
769,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,2,2,1,Christian Medina,19,29,1.5263157894736843,AI,Java,Mobile,English,Malayalam,Kannada,8,5,5,2,2,7
770,1,0,0,0,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2,Edna Atwell,2,6,3.0,JS,Mobile,DotNet,English,Telugu,Japenese,1,0,1,2,2,0
771,2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4,Tim Miller,10,18,1.8,DotNet,AI,ML,English,Malayalam,Japenese,3,3,2,6,1,3
772,1,0,0,0,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1,Christy Delarosa,15,9,0.6,JS,AI,Java,English,Japenese,Malayalam,0,0,6,1,1,1
773,4,4,4,4,3,3,0,3,2,2,2,0,0,1,1,1,1,0,0,3,Michael Graham,5,7,1.4,ML,DotNet,Java,English,Chinese,Malayalam,0,3,1,1,2,0
774,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,1,Gary Lilly,16,18,1.125,Mobile,JS,ML,English,Malayalam,Telugu,7,4,0,4,1,2
775,2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1,Steve Good,16,16,1.0,AI,Mobile,ML,English,Hindi,Malayalam,3,3,1,2,4,3
776,1,1,1,1,1,1,0,1,1,0,0,1,1,4,4,4,4,2,2,1,Connie Hayes,4,8,2.0,JS,DotNet,Mobile,English,Tamil,Malayalam,1,4,1,0,0,2
777,1,1,1,1,3,3,0,3,4,4,4,2,2,1,1,1,1,1,1,3,Elvis Elliam,14,18,1.2857142857142858,Java,DotNet,AI,English,Hindi,Japenese,6,1,6,3,1,1
778,1,1,1,1,4,4,0,4,1,1,1,1,1,2,2,2,2,0,0,4,Cynthia Williams,8,7,0.875,DotNet,Java,JS,English,Kannada,Japenese,1,4,1,0,1,0
779,1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,1,1,1,Carl Granger,17,26,1.5294117647058822,AI,JS,Java,English,Tamil,Hindi,2,5,11,3,4,1
780,2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1,Alison Marti,19,20,1.0526315789473684,AI,Mobile,ML,English,Malayalam,Telugu,7,3,2,3,3,2
781,1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,2,2,4,Maryann Simmons,12,11,0.9166666666666666,DotNet,Java,Mobile,English,Malayalam,Japenese,1,3,2,2,1,2
782,1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Billie Lee,8,15,1.875,Java,Mobile,JS,English,Hindi,Japenese,2,3,3,6,1,0
783,1,1,1,1,1,1,0,1,4,4,4,0,0,1,1,1,1,1,1,1,Maxine Person,2,4,2.0,Java,Mobile,DotNet,English,Chinese,Tamil,0,1,2,1,0,0
784,1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1,Doreen Mcentyre,21,15,0.7142857142857143,Mobile,Java,JS,English,Tamil,Kannada,2,2,0,4,4,3
785,1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4,Linda Bales,21,24,1.1428571428571428,DotNet,Java,AI,English,Japenese,Chinese,3,7,4,2,4,4
786,1,1,1,1,2,2,0,2,3,3,3,4,4,1,1,1,1,1,1,2,Justin Davis,19,17,0.8947368421052632,AI,Java,DotNet,English,Tamil,Hindi,3,2,3,7,1,1
787,1,0,0,0,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1,Michael Avila,13,5,0.3846153846153846,Java,AI,JS,English,Malayalam,Hindi,1,0,0,1,1,2
788,1,1,1,1,1,1,0,1,3,3,3,2,2,4,4,4,4,1,1,1,William Mackey,18,25,1.3888888888888888,JS,Java,AI,English,Kannada,Chinese,7,5,3,6,2,2
789,2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Norman Cannon,22,17,0.7727272727272727,JS,Mobile,ML,English,Malayalam,Japenese,3,2,2,4,3,3
790,3,3,3,3,4,4,0,4,2,2,2,0,0,1,0,0,0,1,1,4,Lucy Kight,7,13,1.8571428571428568,DotNet,ML,Java,English,Kannada,Malayalam,0,2,0,4,1,6
791,2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4,Michael Joseph,12,17,1.4166666666666667,DotNet,Mobile,ML,English,Tamil,Malayalam,4,2,1,3,3,4
792,3,3,3,3,2,2,0,2,1,1,1,4,4,1,1,1,1,1,1,2,Johnny Middleton,6,19,3.1666666666666665,AI,ML,DotNet,English,Kannada,Japenese,3,4,3,4,3,2
793,1,1,1,1,2,2,0,2,4,4,4,3,3,1,1,1,1,1,1,2,Heather Kovach,8,16,2.0,Java,AI,DotNet,English,Kannada,Tamil,3,3,5,1,2,2
794,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Sophia Massiah,9,18,2.0,JS,Java,Mobile,English,Tamil,Hindi,3,4,2,3,5,1
795,1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3,Mamie Threlkeld,17,25,1.4705882352941178,Mobile,DotNet,AI,English,Chinese,Tamil,3,4,7,4,5,2
796,2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Christian Tederous,24,18,0.75,JS,Mobile,ML,English,Japenese,Telugu,4,1,2,1,5,5
797,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Travis Amos,4,6,1.5,Java,JS,ML,English,Malayalam,Tamil,3,0,0,0,2,1
798,3,3,3,3,1,1,0,1,2,2,2,4,4,1,0,0,0,1,1,1,Charles Vandergriff,11,12,1.0909090909090908,AI,ML,Java,English,Japenese,Kannada,3,1,0,2,3,3
799,3,3,3,3,4,4,0,4,1,0,0,1,1,1,1,1,1,1,1,4,Jimmie Williams,2,5,2.5,DotNet,ML,AI,English,Chinese,Telugu,0,1,1,0,1,2
800,3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,Barbara Jeter,21,16,0.7619047619047619,DotNet,ML,AI,English,Malayalam,Chinese,0,3,6,2,2,3
801,3,3,3,3,1,1,0,1,1,1,1,2,2,1,0,0,0,4,4,1,Pam Hicks,14,16,1.1428571428571428,Mobile,ML,AI,English,Chinese,Telugu,2,5,0,3,4,2
802,1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,3,3,1,Christopher Timbers,15,18,1.2,Java,Mobile,JS,English,Tamil,Hindi,3,2,2,2,3,6
803,4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3,Jerry Raymond,18,16,0.8888888888888888,ML,DotNet,Mobile,English,Japenese,Tamil,3,4,3,3,1,2
804,1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1,Mary Laswell,19,18,0.9473684210526316,JS,AI,ML,English,Telugu,Hindi,6,0,3,1,5,3
805,1,1,1,1,4,4,0,4,3,3,3,2,2,1,1,1,1,1,1,4,Charlotte Wortham,20,25,1.25,DotNet,Java,AI,English,Malayalam,Telugu,2,3,6,4,4,6
806,1,1,1,1,1,1,0,1,3,3,3,4,4,2,2,2,2,1,1,1,Garry Pollard,12,18,1.5,AI,Java,JS,English,Telugu,Hindi,2,1,2,2,5,6
807,1,1,1,1,4,4,0,4,2,2,2,0,0,1,1,1,1,3,3,4,Helen Murdock,18,17,0.9444444444444444,DotNet,Mobile,Java,English,Tamil,Japenese,0,3,3,7,2,2
808,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,0,0,1,Kathleen English,3,9,3.0,DotNet,Java,ML,English,Tamil,Hindi,1,1,4,3,0,0
809,4,4,4,4,2,2,0,2,1,1,1,1,1,3,3,3,3,1,1,2,Wallace Crowell,7,18,2.571428571428572,ML,JS,DotNet,English,Malayalam,Japenese,4,4,3,2,1,4
810,1,0,0,0,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1,David Dipiano,12,5,0.4166666666666667,AI,JS,Java,English,Telugu,Japenese,0,0,2,0,2,1
811,4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1,Donald Ruybal,21,22,1.0476190476190477,ML,Java,JS,English,Telugu,Hindi,7,3,4,1,4,3
812,1,0,0,0,2,2,0,2,4,4,4,0,0,1,1,1,1,1,1,2,Lillian Mayer,3,5,1.6666666666666667,Java,Mobile,DotNet,English,Telugu,Kannada,0,0,1,3,1,0
813,4,4,4,4,0,0,0,1,1,1,1,3,3,1,1,1,1,2,2,0,Shelia Mead,13,6,0.4615384615384615,ML,AI,Mobile,English,Malayalam,Telugu,2,1,1,1,0,1
814,2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,0,0,4,Bruce Stuart,20,15,0.75,DotNet,Java,ML,English,Hindi,Chinese,1,4,4,5,1,0
815,1,1,1,1,4,4,0,4,1,1,1,3,3,1,1,1,1,2,2,4,Kenneth Mcclaine,16,17,1.0625,DotNet,AI,Mobile,English,Kannada,Japenese,2,5,2,1,4,3
816,4,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,Nancy Knight,21,15,0.7142857142857143,ML,Mobile,DotNet,English,Hindi,Kannada,3,5,1,4,0,2
817,1,1,1,1,4,4,0,4,3,3,3,1,1,1,0,0,0,2,2,4,William Vargas,11,12,1.0909090909090908,DotNet,Java,Mobile,English,Tamil,Chinese,5,2,0,1,3,1
818,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Brian Devine,21,26,1.238095238095238,ML,JS,AI,English,Japenese,Chinese,6,4,3,6,3,4
819,4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,2,2,1,Julie Mitchell,15,14,0.9333333333333332,ML,JS,Mobile,English,Hindi,Tamil,4,2,1,2,1,4
820,4,4,4,4,1,1,0,1,1,0,0,1,1,1,1,1,1,3,3,1,Bonnie Clark,3,7,2.333333333333333,ML,Mobile,DotNet,English,Tamil,Japenese,2,1,2,0,0,2
821,1,1,1,1,1,1,0,1,2,2,2,1,1,1,0,0,0,4,4,1,Albert Coble,5,6,1.2,Mobile,DotNet,Java,English,Japenese,Hindi,1,1,0,2,0,2
822,4,4,4,4,3,3,0,3,2,2,2,1,1,1,1,1,1,0,0,3,Charles Masker,24,15,0.625,ML,DotNet,Java,English,Chinese,Kannada,3,2,4,3,3,0
823,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,0,0,1,Felix Lewis,7,16,2.2857142857142856,ML,AI,Java,English,Telugu,Hindi,3,2,2,3,6,0
824,4,4,4,4,3,3,0,3,2,2,2,1,1,1,1,1,1,1,1,3,Gary Blake,19,29,1.5263157894736843,ML,DotNet,Java,English,Japenese,Hindi,4,3,8,4,3,7
825,1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,1,1,1,Donald Cole,11,17,1.5454545454545454,JS,AI,Java,English,Malayalam,Tamil,1,3,5,0,3,5
826,4,4,4,4,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1,James Smith,16,24,1.5,ML,Mobile,Java,English,Hindi,Tamil,5,2,6,5,3,3
827,1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3,Beverly Oconnor,13,16,1.2307692307692308,JS,DotNet,AI,English,Hindi,Tamil,5,4,2,1,3,1
828,4,4,4,4,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1,Johnny Campbell,8,10,1.25,ML,Mobile,JS,English,Tamil,Chinese,1,1,1,4,2,1
829,3,3,3,3,0,0,0,1,1,0,0,4,4,1,0,0,0,2,2,0,Joseph Huslander,4,6,1.5,AI,ML,Mobile,English,Japenese,Malayalam,2,3,0,0,0,1
830,1,0,0,0,1,1,0,1,4,4,4,1,1,3,3,3,3,2,2,1,Alycia Green,15,16,1.0666666666666669,Java,JS,Mobile,English,Kannada,Japenese,5,0,2,2,6,1
831,1,1,1,1,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1,Chris Mchugh,14,8,0.5714285714285714,JS,Mobile,AI,English,Malayalam,Japenese,2,1,3,1,1,0
832,3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1,Karen Smith,23,29,1.2608695652173914,JS,ML,AI,English,Chinese,Japenese,5,6,6,1,5,6
833,3,3,3,3,0,0,0,1,4,4,4,1,1,2,2,2,2,1,1,0,Ida Cooper,7,14,2.0,Java,ML,JS,English,Hindi,Tamil,2,3,6,2,0,1
834,1,1,1,1,0,0,0,1,2,2,2,1,1,4,4,4,4,3,3,0,Vickie Parker,7,15,2.142857142857143,JS,Mobile,Java,English,Malayalam,Japenese,2,5,2,5,0,1
835,1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1,Ruth Jiron,21,29,1.380952380952381,Java,Mobile,AI,English,Malayalam,Tamil,6,2,3,5,9,4
836,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Elena Sheets,17,23,1.3529411764705883,AI,ML,JS,English,Malayalam,Tamil,5,3,3,2,5,5
837,1,1,1,1,1,1,0,1,1,0,0,1,1,4,4,4,4,0,0,1,Lawrence Burns,4,2,0.5,JS,AI,DotNet,English,Kannada,Tamil,0,1,1,0,0,0
838,1,1,1,1,0,0,0,1,1,1,1,1,1,3,3,3,3,4,4,0,Frank Aurand,13,9,0.6923076923076923,Mobile,JS,ML,English,Chinese,Malayalam,1,0,3,4,0,1
839,1,1,1,1,3,3,0,3,2,2,2,4,4,1,0,0,0,0,0,3,Melissa Apodaca,15,16,1.0666666666666669,AI,DotNet,Java,English,Japenese,Telugu,7,4,0,2,3,0
840,3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1,Jared Powell,16,28,1.75,JS,ML,Java,English,Malayalam,Tamil,3,7,6,5,4,3
841,4,4,4,4,1,1,0,1,1,1,1,2,2,3,3,3,3,1,1,1,Maria Malone,24,23,0.9583333333333334,ML,JS,AI,English,Chinese,Telugu,3,3,2,4,6,5
842,1,1,1,1,4,4,0,4,2,2,2,3,3,1,1,1,1,1,1,4,John Hughes,19,20,1.0526315789473684,DotNet,AI,Java,English,Japenese,Kannada,5,1,4,3,2,5
843,2,2,2,2,0,0,0,1,1,1,1,1,1,4,4,4,4,1,1,0,Anthony Baker,3,9,3.0,JS,Mobile,ML,English,Telugu,Malayalam,3,2,3,1,0,0
844,3,3,3,3,2,2,0,2,1,0,0,1,1,4,4,4,4,0,0,2,Rebecca Barrett,6,9,1.5,JS,ML,DotNet,English,Hindi,Tamil,2,2,1,0,4,0
845,1,1,1,1,0,0,0,1,1,1,1,1,1,2,2,2,2,1,1,0,Johnnie Gomez,3,5,1.6666666666666667,ML,Mobile,JS,English,Telugu,Chinese,1,0,2,2,0,0
846,2,2,2,2,1,1,0,1,1,0,0,1,1,4,4,4,4,3,3,1,Tonya Stroth,14,13,0.9285714285714286,JS,Mobile,ML,English,Kannada,Telugu,2,3,3,0,3,2
847,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,0,0,1,Deborah Williams,4,9,2.25,ML,AI,Java,English,Chinese,Tamil,1,2,3,2,1,0
848,1,1,1,1,2,2,0,2,3,3,3,4,4,1,1,1,1,1,1,2,Rosemary Hughes,14,18,1.2857142857142858,AI,Java,DotNet,English,Hindi,Kannada,2,3,3,4,2,4
849,1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,1,1,1,Alma Martin,18,23,1.2777777777777777,AI,JS,Java,English,Tamil,Malayalam,4,3,4,2,5,5
850,1,0,0,0,3,3,0,3,1,1,1,1,1,1,1,1,1,1,1,3,Chris Short,3,4,1.3333333333333333,Mobile,DotNet,Java,English,Japenese,Chinese,1,0,1,0,2,0
851,1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2,Dustin Simmons,10,14,1.4,Mobile,AI,DotNet,English,Malayalam,Chinese,1,3,2,2,1,5
852,1,1,1,1,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1,Fred Lashua,9,19,2.111111111111111,Mobile,Java,JS,English,Malayalam,Japenese,4,4,1,5,5,0
853,1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1,Dong Moss,15,15,1.0,Java,JS,AI,English,Telugu,Hindi,1,1,4,4,1,4
